iter	Logloss
317	0.356885752
318	0.3567953476
319	0.3567188239
320	0.3566066746
321	0.3565184917
322	0.3564413957
323	0.356341135
324	0.3562691233
325	0.3561893961
326	0.3561165848
327	0.3560089544
328	0.3559235072
329	0.35583991
330	0.3557817898
331	0.3556904548
332	0.3555950447
333	0.355501108
334	0.3554356465
335	0.3553131962
336	0.355238044
337	0.355147554
338	0.3550230403
339	0.3549425554
340	0.3548659401
341	0.3547607603
342	0.3546896349
343	0.3546171537
344	0.354525739
345	0.3544339261
346	0.3543439034
347	0.3542516058
348	0.3542157733
349	0.354121933
350	0.354011966
351	0.3539523749
352	0.3538258073
353	0.3537353262
354	0.3536610656
355	0.3535890848
356	0.3535460462
357	0.3534500603
358	0.3533787719
359	0.3533089573
360	0.3532640842
361	0.3531942203
362	0.3531248859
363	0.3530636231
364	0.3529940199
365	0.3529597974
366	0.3528753395
367	0.3528015803
368	0.3527342224
369	0.3526681948
370	0.3526061984
371	0.3525313342
372	0.3524542575
373	0.3523736878
374	0.352294036
375	0.3522279476
376	0.3521603485
377	0.3520850705
378	0.3519958529
379	0.3518909724
380	0.3518227068
381	0.3517022964
382	0.3516211643
383	0.35155515
384	0.3514755874
385	0.3514057592
386	0.351328529
387	0.3512517221
388	0.351186088
389	0.3511064383
390	0.3510158385
391	0.3509212928
392	0.350854189
393	0.3507825388
394	0.3507100076
395	0.3505811556
396	0.3505418626
397	0.3504206122
398	0.3503751028
399	0.3502845972
400	0.3502370763
401	0.3501703124
402	0.3500906763
403	0.3500308373
404	0.3499538689
405	0.3498775737
406	0.3498196582
407	0.349764027
408	0.349719427
409	0.3496307267
410	0.3495592131
411	0.3494889318
412	0.3494350234
413	0.3493734017
414	0.3492677282
415	0.3492218607
416	0.3491571619
417	0.3491069049
418	0.349045364
419	0.3489987268
420	0.3489349369
421	0.3488658641
422	0.348788229
423	0.3487263935
424	0.3486457488
425	0.3486016776
426	0.3485582111
427	0.3485026272
428	0.3484415499
429	0.3483708142
430	0.3483143451
431	0.3482574478
432	0.3482109455
433	0.3481439444
434	0.3480821788
435	0.3480198531
436	0.3479813998
437	0.3479066308
438	0.347808191
439	0.3477566137
440	0.3476946037
441	0.3476435811
442	0.347581711
443	0.3475356193
444	0.3474900058
445	0.3474421677
446	0.3473895089
447	0.3473389844
448	0.3472784405
449	0.3472091226
450	0.3471527041
451	0.3471086795
452	0.347052837
453	0.3470083363
454	0.3469576778
455	0.3468912238
456	0.3468168698
457	0.3467691311
458	0.3467137915
459	0.3466491381
460	0.3465934252
461	0.3465345138
462	0.3464908716
463	0.3464031932
464	0.3463242448
465	0.3462848937
466	0.3462008214
467	0.3461199475
468	0.3460704226
469	0.3459971011
470	0.3459333703
471	0.3458854644
472	0.3458087274
473	0.3457601222
474	0.3457200835
475	0.345669557
476	0.3456214485
477	0.3455640237
478	0.3455217318
479	0.3454680679
480	0.345413656
481	0.3453516542
482	0.345275097
483	0.3452078634
484	0.3451618173
485	0.3450958102
486	0.3450233743
487	0.3449523549
488	0.3448875361
489	0.3448432949
490	0.3447783691
491	0.3447095544
492	0.3446578681
493	0.3445932557
494	0.3445209002
495	0.3444776319
496	0.3444158068
497	0.3443513514
498	0.3442984733
499	0.3442312201
500	0.3441698661
501	0.344118061
502	0.3440769594
503	0.3440246001
504	0.3439785421
505	0.3439336102
506	0.3438823368
507	0.3438332854
508	0.3437984491
509	0.3437320366
510	0.3436914328
511	0.3436529854
512	0.3436124171
513	0.3435414338
514	0.3434864497
515	0.3434543426
516	0.3434144254
517	0.3433881986
518	0.3433211458
519	0.3432664883
520	0.3432078841
521	0.343151511
522	0.3431047044
523	0.3430676687
524	0.3430110704
525	0.3429694929
526	0.3429311907
527	0.3428772398
528	0.3428169393
529	0.3427587088
530	0.3427176353
531	0.3426515197
532	0.3425920192
533	0.3425647504
534	0.3425073954
535	0.3424328086
536	0.3423898426
537	0.3423376872
538	0.3423107239
539	0.3422475985
540	0.3421915454
541	0.3421476792
542	0.3420768394
543	0.3420072272
544	0.3419540998
545	0.341908851
546	0.3418610339
547	0.341825179
548	0.3417962603
549	0.3417703024
550	0.3417330167
551	0.3416494139
552	0.3416111596
553	0.3415538544
554	0.3415041796
555	0.3414739616
556	0.3414089104
557	0.3413671964
558	0.3413342137
559	0.341280179
560	0.3412388666
561	0.341187763
562	0.3411519506
563	0.3410972027
564	0.3410378896
565	0.340973088
566	0.3409131683
567	0.3408785499
568	0.3408382994
569	0.3408068519
570	0.3407511618
571	0.3407070321
572	0.3406662623
573	0.3406132172
574	0.3405646161
575	0.3405326787
576	0.3404904851
577	0.3404437428
578	0.3403993792
579	0.3403459952
580	0.340274255
581	0.3402298299
582	0.3401606361
583	0.3400823316
584	0.3400402795
585	0.340006529
586	0.3399519084
587	0.3399101203
588	0.3398704037
589	0.3398148236
590	0.3397656452
591	0.339711407
592	0.3396719143
593	0.3396379782
594	0.3395814369
595	0.3395372498
596	0.3394977658
597	0.3394538
598	0.3394151197
599	0.3393632212
600	0.3393097633
601	0.3392837761
602	0.3392560713
603	0.3392071235
604	0.339168746
605	0.3391135797
606	0.3390923461
607	0.3390516981
608	0.3390236954
609	0.3389903926
610	0.3389505843
611	0.3388906832
612	0.3388552731
613	0.3388102665
614	0.3387717603
615	0.3387026504
616	0.3386486453
617	0.3386002885
618	0.3385732775
619	0.3385299384
620	0.3384864785
621	0.3384291185
622	0.3384073848
623	0.3383722647
624	0.3383209126
625	0.3382733864
626	0.3382392126
627	0.3382009364
628	0.3381541224
629	0.3381155551
630	0.3380668011
631	0.3380308517
632	0.3379932907
633	0.3379508751
634	0.3379047687
635	0.3378601027
636	0.3378024873
637	0.3377494582
638	0.3377041776
639	0.3376551463
640	0.3376040152
641	0.3375719582
642	0.3375199685
643	0.3374446643
644	0.3373984309
645	0.3373412273
646	0.3373060786
647	0.3372694135
648	0.337223641
649	0.3371896529
650	0.3371548367
651	0.3371115987
652	0.3370730517
653	0.33704054
654	0.3370095755
655	0.3369745242
656	0.336927502
657	0.3368856812
658	0.3368464198
659	0.3368033214
660	0.3367516542
661	0.3367200776
662	0.3366701786
663	0.3366153062
664	0.3365882034
665	0.3365664847
666	0.3365412709
667	0.3365108073
668	0.336481473
669	0.3364481583
670	0.3364202841
671	0.3363835274
672	0.3363590347
673	0.3363096608
674	0.3362618485
675	0.336223454
676	0.3361883256
677	0.3361317888
678	0.3360775427
679	0.3360476225
680	0.3360011538
681	0.3359741574
682	0.3359418998
683	0.3359149327
684	0.3358903453
685	0.3358587468
686	0.3358333899
687	0.3357921255
688	0.3357639435
689	0.3357267955
690	0.3356926893
691	0.3356474952
692	0.3356072751
693	0.3355686208
694	0.3355260959
695	0.3354871269
696	0.3354482388
697	0.3354146666
698	0.3353813361
699	0.3353520897
700	0.3352897366
701	0.3352495476
702	0.3351972182
703	0.3351670886
704	0.3351329152
705	0.3350778552
706	0.3350352647
707	0.3349887483
708	0.334965748
709	0.334931254
710	0.3348655278
711	0.3348184209
712	0.3347726477
713	0.334741007
714	0.3346981121
715	0.3346331929
716	0.3345858722
717	0.3345473606
718	0.3345109771
719	0.3344728902
720	0.3344526287
721	0.3344222723
722	0.3343905308
723	0.3343549073
724	0.3343158684
725	0.3342778402
726	0.3342473345
727	0.3342179913
728	0.3341553386
729	0.3341085435
730	0.3340792181
731	0.3340374774
732	0.3340143555
733	0.3339950774
